ㄅㄚˊㄌㄟˋㄔㄠㄑㄩㄣˊ	拔類超群	0
ㄅㄚˊㄌㄨㄛˊㄅㄛ	拔蘿蔔	4
ㄅㄚˊㄍㄜ˙	拔個	0
ㄅㄚˊㄍㄣ	拔根	0
ㄅㄚˊㄍㄨㄢˋ	拔罐	3
ㄅㄚˊㄍㄨㄤ	拔光	2
ㄅㄚˊㄎㄞ	拔開	3
ㄅㄚˊㄏㄜˊ	拔河	38
ㄅㄚˊㄏㄜˊㄅㄧˇㄙㄞˋ	拔河比賽	0
ㄅㄚˊㄏㄜˊㄙㄞˋ	拔河賽	1
ㄅㄚˊㄏㄨˋ	跋扈	9
ㄅㄚˊㄏㄨˋㄈㄟㄧㄤˊ	跋扈飛揚	0
ㄅㄚˊㄏㄨㄟˊ	拔回	0
ㄅㄚˊㄏㄨㄟˊㄌㄞˊ	拔回來	0
ㄅㄚˊㄏㄨㄟˊㄑㄩˋ	拔回去	0
ㄅㄚˊㄐㄧㄝˊ	拔節	0
ㄅㄚˊㄐㄧㄠˇ	拔腳	0
ㄅㄚˊㄐㄧㄢ	拔尖	2
ㄅㄚˊㄐㄧㄢˋ	拔劍	3
ㄅㄚˊㄐㄧㄣˋ	拔進	0
ㄅㄚˊㄐㄧㄣˋㄌㄞˊ	拔進來	0
ㄅㄚˊㄐㄧㄣˋㄑㄩˋ	拔進去	0
ㄅㄚˊㄑㄧˇ	拔起	29
ㄅㄚˊㄑㄧˇㄌㄞˊ	拔起來	16
ㄅㄚˊㄑㄩˇ	拔取	3
ㄅㄚˊㄑㄩˋ	拔去	2
ㄅㄚˊㄑㄩㄣˊ	拔群	0
ㄅㄚˊㄑㄩㄣˊㄔㄨㄌㄟˋ	拔群出類	0
ㄅㄚˊㄑㄩㄣˊㄔㄨㄘㄨㄟˋ	拔群出萃	0
ㄅㄚˊㄒㄧㄚˋ	拔下	17
ㄅㄚˊㄒㄧㄚˋㄌㄞˊ	拔下來	10
ㄅㄚˊㄒㄧㄚˋㄑㄩˋ	拔下去	0
ㄅㄚˊㄒㄧㄣㄌㄧㄥˇㄧˋ	拔新領異	0
ㄅㄚˊㄓㄜ˙	拔著	0
ㄅㄚˊㄓㄨㄛˊ	拔擢	8
ㄅㄚˊㄔㄥˊ	拔城	0
ㄅㄚˊㄔㄨ	拔出	41
ㄅㄚˊㄔㄨˊ	拔除	25
ㄅㄚˊㄔㄨㄌㄞˊ	拔出來	11
ㄅㄚˊㄔㄨㄑㄩˋ	拔出去	0
ㄅㄚˊㄕㄜˋ	跋涉	42
ㄅㄚˊㄕㄢㄕㄜˋㄕㄨㄟˇ	跋山涉水	5
ㄅㄚˊㄕㄣ	拔身	1
ㄅㄚˊㄖㄢˇ	拔染	0
ㄅㄚˊㄖㄣˋㄓㄤㄋㄨˇ	拔刃張弩	0
ㄅㄚˊㄘㄠˇ	拔草	5
ㄅㄚˊㄘㄨㄟˋㄔㄨㄌㄟˋ	拔萃出類	0
ㄅㄚˊㄘㄨㄟˋㄔㄨㄑㄩㄣˊ	拔萃出群	0
ㄅㄚˊㄧㄚˊ	拔牙	27
ㄅㄚˊㄧㄥˊ	拔營	0
ㄅㄚˊㄨㄣˊ	跋文	2
ㄅㄚˊㄩㄥˋ	拔用	0
ㄅㄚˋㄅㄚˋ	爸爸	1304
ㄅㄚˋㄅㄚ˙	爸爸	1304
ㄅㄚˋㄅㄧˇ	罷筆	4
ㄅㄚˋㄅㄧㄥ	罷兵	0
ㄅㄚˋㄇㄚ	爸媽	140
ㄅㄚˋㄇㄧㄢˇ	罷免	39
ㄅㄚˋㄇㄧㄢˇㄈㄚˇ	罷免法	6
ㄅㄚˋㄇㄧㄢˇㄑㄩㄢˊ	罷免權	0
ㄅㄚˋㄉㄠˋ	霸道	27
ㄅㄚˋㄉㄠˋㄏㄥˊㄒㄧㄥˊ	霸道橫行	0
ㄅㄚˋㄊㄧㄢ	霸天	1
ㄅㄚˋㄊㄨˇ	耙土	0
ㄅㄚˋㄊㄨˊ	霸圖	0
ㄅㄚˋㄊㄨㄟˋ	罷退	0
ㄅㄚˋㄌㄜ˙	罷了	251
ㄅㄚˋㄌㄧˊ	耙犁	0
ㄅㄚˋㄌㄧㄠˇ	罷了	251
ㄅㄚˋㄌㄧㄥˊ	霸凌	118
ㄅㄚˋㄍㄨㄢ	罷官	1
ㄅㄚˋㄍㄨㄥ	罷工	181
ㄅㄚˋㄎㄜˋ	罷課	7
ㄅㄚˋㄎㄞ	耙開	0
ㄅㄚˋㄐㄧ	霸機	1
ㄅㄚˋㄐㄧㄠ	罷教	12
ㄅㄚˋㄐㄧㄠㄑㄩㄢˊ	罷教權	5
ㄅㄚˋㄑㄧˋ	霸氣	30
ㄅㄚˋㄑㄧㄠˊ	灞橋	0
ㄅㄚˋㄑㄩㄢˊ	霸權	36
ㄅㄚˋㄑㄩㄢˊㄓㄨˇㄧˋ	霸權主義	0
ㄅㄚˋㄒㄧㄡ	罷休	16
ㄅㄚˋㄓˊ	罷職	0
ㄅㄚˋㄓㄜˇ	霸者	0
ㄅㄚˋㄓㄢˋ	霸佔	19
ㄅㄚˋㄓㄢˋ	霸占	1
ㄅㄚˋㄓㄢˋㄓㄨˋ	霸佔住	0
ㄅㄚˋㄓㄨˇ	霸主	16
ㄅㄚˋㄔˋ	罷斥	0
ㄅㄚˋㄔㄠˊ	罷朝	0
ㄅㄚˋㄔㄨˋ	罷黜	14
ㄅㄚˋㄔㄨˋㄅㄞˇㄐㄧㄚ	罷黜百家	3
ㄅㄚˋㄕˋ	罷市	1
ㄅㄚˋㄕㄡˇ	罷手	7
ㄅㄚˋㄗ˙	壩子	0
ㄅㄚˋㄗ˙	耙子	1
ㄅㄚˋㄙㄞˋ	罷賽	4
ㄅㄚˋㄙㄨˋ	罷訴	4
ㄅㄚˋㄙㄨㄥˋ	罷訟	4
ㄅㄚˋㄧㄝˋ	霸業	9
ㄅㄚˋㄨㄤˊ	霸王	42
ㄅㄚˋㄨㄤˊㄅㄧㄝˊㄐㄧ	霸王別姬	3
ㄅㄚˋㄨㄤˊㄐㄧㄢ	霸王肩	0
ㄅㄚˋㄨㄤˊㄧㄥˋㄕㄤˋㄍㄨㄥ	霸王硬上弓	3
ㄅㄚㄅㄚ	叭叭	4
ㄅㄚㄅㄚ	巴巴	49
ㄅㄚㄅㄚㄅㄚ	八八八	5
ㄅㄚㄅㄚㄌㄚ	芭芭拉	10
ㄅㄚㄅㄚㄌㄚㄕˇㄘㄨㄟˋㄕㄢ	芭芭拉史翠珊	0
ㄅㄚㄅㄚㄌㄧㄡˋ	八八六	6
ㄅㄚㄅㄚㄐㄧㄝˊ	八八節	0
ㄅㄚㄅㄞˇ	八百	395
ㄅㄚㄅㄞˇ	捌佰	1
ㄅㄚㄅㄞˇㄅㄧㄠㄅㄧㄥㄅㄣㄅㄟˇㄆㄛ	八百標兵奔北坡	4
ㄅㄚㄅㄞˇㄉㄨㄛ	八百多	48
ㄅㄚㄅㄞˇㄓㄨㄤˋㄕˋ	八百壯士	1
ㄅㄚㄅㄞˇㄨㄢˋ	八百萬	53
ㄅㄚㄅㄞˋㄉㄧㄥˋㄐㄧㄠ	八拜定交	0
ㄅㄚㄅㄞˋㄓˋㄐㄧㄠ	八拜至交	0
ㄅㄚㄅㄞˋㄓㄐㄧㄠ	八拜之交	0
ㄅㄚㄅㄟˋㄉㄨㄛ	巴貝多	0
ㄅㄚㄅㄠ	八包	0
ㄅㄚㄅㄠˇ	八寶	7
ㄅㄚㄅㄠˇㄅㄧㄥ	八寶冰	0
ㄅㄚㄅㄠˇㄈㄢˋ	八寶飯	1
ㄅㄚㄅㄠˇㄉㄨㄥㄈㄣˇ	八寶冬粉	0
ㄅㄚㄅㄠˇㄓㄡ	八寶粥	0
ㄅㄚㄅㄠˇㄩㄢˊㄗˇㄅㄧㄥ	八寶圓仔冰	1
ㄅㄚㄅㄠˇㄩㄢˊㄗㄞˇㄅㄧㄥ	八寶圓仔冰	1
ㄅㄚㄅㄢ	八班	18
ㄅㄚㄅㄢˇ	八版	0
ㄅㄚㄅㄤˋ	八棒	6
ㄅㄚㄅㄧˇ	巴比	19
ㄅㄚㄅㄧˇ	芭比	40
ㄅㄚㄅㄧˇㄊㄜˋ	巴比特	2
ㄅㄚㄅㄧˇㄌㄨㄣˊ	巴比倫	6
ㄅㄚㄅㄧˇㄨㄚˊㄨㄚˊ	芭比娃娃	14
ㄅㄚㄅㄧㄝˊㄊㄚˇ	巴別塔	1
ㄅㄚㄅㄧㄢ	八邊	0
ㄅㄚㄅㄧㄢㄒㄧㄥˊ	八邊形	0
ㄅㄚㄅㄨˋ	八步	0
ㄅㄚㄅㄨˋ	八部	19
ㄅㄚㄅㄨˋ	巴布	0
ㄅㄚㄅㄨˋㄉㄜˊ	巴不得	14
ㄅㄚㄅㄨˋㄉㄜ˙	巴不得	14
ㄅㄚㄅㄨˋㄏㄜˊㄧㄣ	八部合音	2
ㄅㄚㄅㄨˋㄧㄚˇ	巴布亞	0
ㄅㄚㄅㄨˋㄧㄚˇㄋㄧㄡˇㄐㄧˇㄋㄟˋㄧㄚˇ	巴布亞紐幾內亞	0
ㄅㄚㄅㄨˋㄧㄚˇㄋㄧㄡˇㄐㄧˇㄋㄟˋㄧㄚˋ	巴布亞紐幾內亞	0
ㄅㄚㄅㄨˋㄧㄚˇㄒㄧㄣㄐㄧˇㄋㄟˋㄧㄚˇ	巴布亞新幾內亞	0
ㄅㄚㄅㄨˋㄧㄚˇㄒㄧㄣㄐㄧˇㄋㄟˋㄧㄚˋ	巴布亞新幾內亞	0
ㄅㄚㄆㄧˊ	扒皮	114
ㄅㄚㄇㄚˇㄎㄜ	巴馬科	0
ㄅㄚㄇㄣˊ	八門	54
ㄅㄚㄇㄣˊㄨˇㄏㄨㄚ	八門五花	0
ㄅㄚㄇㄧㄠˇ	八秒	6
ㄅㄚㄇㄧㄠˇㄓㄨㄥ	八秒鐘	2
ㄅㄚㄇㄧㄢˋ	八面	6
ㄅㄚㄇㄧㄢˋㄌㄧㄥˊㄌㄨㄥˊ	八面玲瓏	2
ㄅㄚㄇㄧㄢˋㄨㄟㄈㄥ	八面威風	0
ㄅㄚㄇㄨˋㄇㄢˊ	八目鰻	0
ㄅㄚㄈㄚˊㄌㄧˋㄧㄚˇ	巴伐利亞	22
ㄅㄚㄈㄚˊㄌㄧˋㄧㄚˇㄕㄥˇ	巴伐利亞省	2
ㄅㄚㄈㄚㄌㄧˋㄧㄚˇ	巴伐利亞	22
ㄅㄚㄈㄚㄌㄧˋㄧㄚˇㄕㄥˇ	巴伐利亞省	2
ㄅㄚㄈㄣ	八分	42
ㄅㄚㄈㄣˋ	八份	0
ㄅㄚㄈㄣㄓㄑㄧ	八分之七	1
ㄅㄚㄈㄣㄓㄧ	八分之一	3
ㄅㄚㄈㄣㄓㄨˇ	八分之五	1
ㄅㄚㄈㄣㄓㄨㄥ	八分鐘	4
ㄅㄚㄈㄣㄕㄡˊ	八分熟	1
ㄅㄚㄈㄣㄧㄣㄈㄨˊ	八分音符	0
ㄅㄚㄈㄤ	八方	46
ㄅㄚㄈㄤㄩㄣˊㄐㄧˊ	八方雲集	0
ㄅㄚㄈㄥ	八封	1
ㄅㄚㄈㄨㄌㄨㄛˋㄈㄨ	巴夫洛夫	0
ㄅㄚㄉㄚˇ	八打	0
ㄅㄚㄉㄚˊㄊㄨㄥ	八達通	0
ㄅㄚㄉㄚˊㄙˋㄊㄨㄥ	八達四通	0
ㄅㄚㄉㄚˊㄧㄚˇ	芭達雅	2
ㄅㄚㄉㄚˋ	八大	84
ㄅㄚㄉㄚˋㄏㄨˊㄊㄨㄥˊ	八大胡同	0
ㄅㄚㄉㄚˋㄒㄧㄥˊㄒㄧㄥ	八大行星	1
ㄅㄚㄉㄚˋㄕㄢㄖㄣˊ	八大山人	16
ㄅㄚㄉㄜˊ	八德	50
ㄅㄚㄉㄜˊㄌㄨˋ	八德路	19
ㄅㄚㄉㄜˊㄑㄩ	八德區	0
ㄅㄚㄉㄜˊㄒㄧㄤ	八德鄉	3
ㄅㄚㄉㄜˊㄕˋ	八德市	7
ㄅㄚㄉㄠˋㄦˋ	八到二	8
ㄅㄚㄉㄡˇ	笆斗	0
ㄅㄚㄉㄡˇㄓㄘㄞˊ	八斗之才	0
ㄅㄚㄉㄡˇㄗ˙	八斗子	20
ㄅㄚㄉㄡˇㄘㄞˊ	八斗才	0
ㄅㄚㄉㄡˋ	巴豆	0
ㄅㄚㄉㄢˋㄉㄠˇ	巴淡島	23
ㄅㄚㄉㄧㄢˇ	八點	348
ㄅㄚㄉㄧㄢˇㄉㄤˇ	八點檔	55
ㄅㄚㄉㄧㄢˇㄓㄨㄥ	八點鐘	8
ㄅㄚㄉㄨˇ	八堵	0
ㄅㄚㄉㄨˋ	八度	34
ㄅㄚㄉㄨㄛˇ	八朵	1
ㄅㄚㄉㄨㄢˋㄐㄧㄣˇ	八段錦	0
ㄅㄚㄉㄨㄣˋ	巴頓	0
ㄅㄚㄊㄞˊ	八台	19
ㄅㄚㄊㄧㄢ	八天	28
ㄅㄚㄊㄧㄢˊㄩˇㄧ	八田與一	2
ㄅㄚㄊㄨㄥ	八通	28
ㄅㄚㄊㄨㄥˇ	八桶	0
ㄅㄚㄊㄨㄥˇ	八筒	0
ㄅㄚㄊㄨㄥㄍㄨㄢ	八通關	25
ㄅㄚㄊㄨㄥㄍㄨㄢㄍㄨˇㄉㄠˋ	八通關古道	17
ㄅㄚㄋㄚˊㄇㄚˇ	巴拿馬	57
ㄅㄚㄋㄚˊㄇㄚˇㄍㄨㄥˋㄏㄜˊㄍㄨㄛˊ	巴拿馬共和國	0
ㄅㄚㄋㄚˊㄇㄚˇㄩㄣˋㄏㄜˊ	巴拿馬運河	2
ㄅㄚㄋㄧˊ	巴尼	16
ㄅㄚㄋㄧㄢˊ	八年	995
ㄅㄚㄋㄧㄢˊㄎㄤˋㄓㄢˋ	八年抗戰	4
ㄅㄚㄋㄧㄢˊㄐㄧˊ	八年級	5
ㄅㄚㄋㄧㄢˊㄧˊㄉㄨˊ	八年遺毒	0
ㄅㄚㄋㄩˇ	吧女	0
ㄅㄚㄌㄚㄇㄚˇ	巴拉馬	0
ㄅㄚㄌㄚㄉㄨㄣˋㄏㄨˊ	巴拉頓湖	0
ㄅㄚㄌㄚㄍㄨㄚˋ	巴拉刈	0
ㄅㄚㄌㄚㄍㄨㄟ	巴拉圭	28
ㄅㄚㄌㄚㄍㄨㄟㄍㄨㄥˋㄏㄜˊㄍㄨㄛˊ	巴拉圭共和國	1
ㄅㄚㄌㄚㄍㄨㄟㄏㄜˊ	巴拉圭河	0
ㄅㄚㄌㄚㄍㄨㄟㄐㄧˊ	巴拉圭籍	0
ㄅㄚㄌㄚㄐㄧㄢ	峇拉煎	1
ㄅㄚㄌㄚㄙㄨㄥ	巴拉松	0
ㄅㄚㄌㄚㄧˋ	巴拉刈	0
ㄅㄚㄌㄜˋ	芭樂	45
ㄅㄚㄌㄜˋㄆㄧㄠˋ	芭樂票	1
ㄅㄚㄌㄜˋㄓ	芭樂汁	3
ㄅㄚㄌㄜˋㄕㄨˋ	芭樂樹	2
ㄅㄚㄌㄜˋㄙㄊㄢˇ	巴勒斯坦	114
ㄅㄚㄌㄜˋㄙㄊㄢˇㄖㄣˊ	巴勒斯坦人	23
ㄅㄚㄌㄜˋㄩㄢˊ	芭樂園	1
ㄅㄚㄌㄟˇ	芭蕾	186
ㄅㄚㄌㄟˇㄨˇ	芭蕾舞	106
ㄅㄚㄌㄟˇㄨˇㄅㄢ	芭蕾舞班	1
ㄅㄚㄌㄟˇㄨˇㄊㄨㄢˊ	芭蕾舞團	34
ㄅㄚㄌㄟˇㄨˇㄌㄧㄥˊ	芭蕾舞伶	1
ㄅㄚㄌㄟˇㄨˇㄐㄧㄚ	芭蕾舞家	1
ㄅㄚㄌㄟˇㄨˇㄐㄩˋ	芭蕾舞劇	15
ㄅㄚㄌㄟˇㄨˇㄓㄜˇ	芭蕾舞者	10
ㄅㄚㄌㄟˊ	芭蕾	186
ㄅㄚㄌㄟˊㄨˇ	芭蕾舞	106
ㄅㄚㄌㄟˊㄨˇㄅㄢ	芭蕾舞班	1
ㄅㄚㄌㄟˊㄨˇㄊㄨㄢˊ	芭蕾舞團	34
ㄅㄚㄌㄟˊㄨˇㄌㄧㄥˊ	芭蕾舞伶	1
ㄅㄚㄌㄟˊㄨˇㄐㄧㄚ	芭蕾舞家	1
ㄅㄚㄌㄟˊㄨˇㄐㄩˋ	芭蕾舞劇	15
ㄅㄚㄌㄟˊㄨˇㄓㄜˇ	芭蕾舞者	10
ㄅㄚㄌㄟˋ	八類	0
ㄅㄚㄌㄡˊ	八樓	9
ㄅㄚㄌㄧˇ	八里	35
ㄅㄚㄌㄧˇ	巴裡	4
ㄅㄚㄌㄧˇ	巴里	7
ㄅㄚㄌㄧˇㄉㄠˇ	峇里島	60
ㄅㄚㄌㄧˇㄍㄨㄛˊㄒㄧㄠˇ	八里國小	1
ㄅㄚㄌㄧˇㄑㄩ	八里區	0
ㄅㄚㄌㄧˇㄒㄧㄤ	八里鄉	6
ㄅㄚㄌㄧˊ	巴黎	412
ㄅㄚㄌㄧˊㄉㄚˋㄒㄩㄝˊ	巴黎大學	1
ㄅㄚㄌㄧˊㄍㄜㄐㄩˋㄩㄢˋ	巴黎歌劇院	1
ㄅㄚㄌㄧˊㄍㄨㄥㄕㄜˋ	巴黎公社	8
ㄅㄚㄌㄧˊㄏㄜˊㄏㄨㄟˋ	巴黎和會	0
ㄅㄚㄌㄧˊㄕㄥˋㄇㄨˇㄩㄢˋ	巴黎聖母院	3
ㄅㄚㄌㄧˊㄖㄣˊ	巴黎人	11
ㄅㄚㄌㄧˋ	八粒	0
ㄅㄚㄌㄧㄠˋ	扒料	114
ㄅㄚㄌㄧㄡˋㄅㄚ	八六八	2
ㄅㄚㄌㄧㄡˋㄑㄧ	八六七	2
ㄅㄚㄌㄧㄡˋㄦˋ	八六二	5
ㄅㄚㄌㄧㄢˇ	疤臉	0
ㄅㄚㄌㄧㄣˊ	巴林	12
ㄅㄚㄌㄧㄤˇㄅㄢˋㄐㄧㄣ	八兩半斤	0
ㄅㄚㄌㄧㄥˊ	巴陵	4
ㄅㄚㄌㄧㄥˊㄋㄧㄢˊㄉㄞˋ	八零年代	47
ㄅㄚㄌㄧㄥˊㄍㄨㄛˊㄒㄧㄠˇ	巴陵國小	1
ㄅㄚㄌㄧㄥˊㄕㄢㄓㄨㄤ	巴陵山莊	0
ㄅㄚㄌㄨˋ	八路	6
ㄅㄚㄌㄨˋㄐㄩㄣ	八路軍	5
ㄅㄚㄌㄨㄛˋㄎㄜˋ	巴洛克	55
ㄅㄚㄌㄨㄛˋㄎㄜˋㄈㄥ	巴洛克風	4
ㄅㄚㄌㄨㄛˋㄎㄜˋㄈㄥㄍㄜˊ	巴洛克風格	2
ㄅㄚㄌㄨㄛˋㄎㄜˋㄕˋ	巴洛克式	17
ㄅㄚㄍㄜ	八哥	15
ㄅㄚㄍㄜ	八歌	0
ㄅㄚㄍㄜˊ	八格	3
ㄅㄚㄍㄜˊㄉㄚˊ	巴格達	86
ㄅㄚㄍㄜˋ	八個	170
ㄅㄚㄍㄜ˙	八個	170
ㄅㄚㄍㄢㄗˇㄉㄚˇㄅㄨˊㄉㄠˋ	八竿子打不到	1
ㄅㄚㄍㄢㄗˇㄉㄚˇㄅㄨˋㄉㄠˋ	八竿子打不到	1
ㄅㄚㄍㄢㄗ˙ㄉㄚˇㄅㄨˋㄓㄠˊ	八竿子打不著	1
ㄅㄚㄍㄨˇ	八股	31
ㄅㄚㄍㄨˇㄨㄣˊ	八股文	18
ㄅㄚㄍㄨㄚˋ	八卦	183
ㄅㄚㄍㄨㄚˋㄉㄢ	八卦丹	0
ㄅㄚㄍㄨㄚˋㄌㄧㄠˊ	八卦寮	2
ㄅㄚㄍㄨㄚˋㄓㄣˋ	八卦陣	0
ㄅㄚㄍㄨㄚˋㄓㄤˇ	八卦掌	0
ㄅㄚㄍㄨㄚˋㄕㄢ	八卦山	13
ㄅㄚㄍㄨㄛˊ	八國	21
ㄅㄚㄍㄨㄛˊㄌㄧㄢˊㄐㄩㄣ	八國聯軍	9
ㄅㄚㄍㄨㄢ	八關	1
ㄅㄚㄍㄨㄢˋ	八罐	0
ㄅㄚㄎㄜ	八棵	0
ㄅㄚㄎㄜ	八科	1
ㄅㄚㄎㄜ	八顆	4
ㄅㄚㄎㄜˋ	八克	2
ㄅㄚㄎㄜˋ	八客	0
ㄅㄚㄎㄜˋ	八課	0
ㄅㄚㄎㄞ	八開	0
ㄅㄚㄎㄞㄅㄣˇ	八開本	0
ㄅㄚㄎㄨˋ	巴庫	0
ㄅㄚㄎㄨㄋㄧㄥˊ	巴枯寧	0
ㄅㄚㄎㄨㄞˋ	八塊	8
ㄅㄚㄎㄨㄞˋㄑㄧㄢˊ	八塊錢	3
ㄅㄚㄏㄚ	巴哈	57
ㄅㄚㄏㄚㄇㄚˇ	巴哈馬	3
ㄅㄚㄏㄚㄇㄚˇㄑㄩㄣˊㄉㄠˇ	巴哈馬群島	1
ㄅㄚㄏㄚㄇㄨˇㄊㄜˋ	巴哈姆特	1
ㄅㄚㄏㄜˊ	八盒	0
ㄅㄚㄏㄜˋ	巴赫	7
ㄅㄚㄏㄠˋ	八號	182
ㄅㄚㄏㄠˋㄈㄣㄐㄧ	八號分機	3
ㄅㄚㄏㄣˊ	疤痕	29
ㄅㄚㄏㄤˊㄕㄨ	八行書	0
ㄅㄚㄏㄨˋ	八戶	7
ㄅㄚㄐㄧˊ	八級	4
ㄅㄚㄐㄧˊ	八集	10
ㄅㄚㄐㄧˊㄑㄩㄢˊ	八極拳	0
ㄅㄚㄐㄧˋ	八季	2
ㄅㄚㄐㄧㄙㄊㄢˇ	巴基斯坦	96
ㄅㄚㄐㄧㄙㄊㄢˇㄖㄣˊ	巴基斯坦人	1
ㄅㄚㄐㄧㄚ	八家	24
ㄅㄚㄐㄧㄚㄐㄧㄡˇ	八加九	19
ㄅㄚㄐㄧㄚㄐㄧㄤˋ	八家將	4
ㄅㄚㄐㄧㄝ	八街	0
ㄅㄚㄐㄧㄝˊ	八截	0
ㄅㄚㄐㄧㄝˊ	八節	8
ㄅㄚㄐㄧㄝˊ	巴結	20
ㄅㄚㄐㄧㄝˋ	八屆	19
ㄅㄚㄐㄧㄝˋ	八戒	9
ㄅㄚㄐㄧㄠ	芭蕉	29
ㄅㄚㄐㄧㄠˇ	八腳	6
ㄅㄚㄐㄧㄠˇ	八角	29
ㄅㄚㄐㄧㄠˇㄏㄨㄟˊㄒㄧㄤ	八角茴香	0
ㄅㄚㄐㄧㄠˇㄑㄧㄢˊ	八角錢	0
ㄅㄚㄐㄧㄠˇㄒㄧㄥˊ	八角形	2
ㄅㄚㄐㄧㄠㄕㄢˋ	芭蕉扇	9
ㄅㄚㄐㄧㄡˇ	八九	210
ㄅㄚㄐㄧㄡˇㄅㄨˋㄌㄧˊㄕˊ	八九不離十	5
ㄅㄚㄐㄧㄡˇㄇㄧㄣˊㄩㄣˋ	八九民運	1
ㄅㄚㄐㄧㄡˇㄋㄧㄢˊ	八九年	87
ㄅㄚㄐㄧㄡˇㄑㄧㄢ	八九千	1
ㄅㄚㄐㄧㄡˇㄒㄩㄝˊㄔㄠˊ	八九學潮	0
ㄅㄚㄐㄧㄡˇㄒㄩㄝˊㄩㄣˋ	八九學運	1
ㄅㄚㄐㄧㄡˇㄕˊ	八九十	4
